Term,es,nes,pval,fdr,geneset_size,matched_size,genes,ledge_genes
Hematopoietic cell lineage Homo sapiens hsa04640,-0.31915201792434544,-0.8272910648429205,0.6086956521739131,1.0,88,84,CD59;IL1R1;FCGR1A;HLA-DRB5;FLT3;IL4R;IL1R2;CD33;HLA-DRA;CD4;CD14;ITGA5;HLA-DRB1;CD9;CSF1R;MME;CD44;IL6R;CSF2RA;CSF3R;CD1D;CD7;KITLG;ITGA1;IL6;FCER2;CD37;CD34;IL2RA;KIT;CD19;TFRC;CD55;CD8B;ITGA6;CD38;CSF1;MS4A1;IL9R;IL7R;CD8A;ITGB3;CD5;IL7;CD2;ITGA3;CD3E;ITGAM;CD3G;CD3D;CSF3;CR1;IL1A;ITGA4;DNTT;CD1C;IL4;ITGA2;ANPEP;CD1E;CD1A;GP5;GP9;CD24;EPO;TNF;CD1B;CSF2;FLT3LG;CR2;GP1BA;IL11;CD36;THPO;CD22;IL5RA;IL1B;ITGA2B;EPOR;GYPA;IL3;IL5;IL11RA;IL3RA,IL4;ITGA2;ANPEP;CD1E;CD1A;GP5;GP9;CD24;EPO;TNF;CD1B;CSF2;FLT3LG;CR2;GP1BA;IL11;CD36;THPO;CD22;IL5RA;IL1B;ITGA2B;EPOR;GYPA;IL3;IL5;IL11RA;IL3RA
Type I diabetes mellitus Homo sapiens hsa04940,0.3359135720339664,0.8029984640152346,0.6086956521739131,1.0,43,41,HLA-E;HLA-DRB5;HLA-DMB;HLA-B;HLA-C;HLA-DQB1;HLA-DPA1;CD86;HLA-DMA;HSPD1;HLA-G;HLA-DOB;HLA-DOA;HLA-DRA;HLA-DQA2;HLA-A;HLA-F;FAS;HLA-DRB1;IFNG;HLA-DPB1;FASLG;CD80;PTPRN;CD28;ICA1;HLA-DQA1;PTPRN2;INS;PRF1;GZMB;CPE;IL1A;GAD2;LTA;GAD1;IL12B;TNF;IL2;IL1B;IL12A,HLA-E;HLA-DRB5;HLA-DMB;HLA-B;HLA-C;HLA-DQB1;HLA-DPA1;CD86;HLA-DMA;HSPD1;HLA-G;HLA-DOB;HLA-DOA;HLA-DRA;HLA-DQA2;HLA-A;HLA-F;FAS;HLA-DRB1;IFNG
Ubiquitin mediated proteolysis Homo sapiens hsa04120,-0.24555211644297503,-0.8882871759660586,0.609375,1.0,137,137,ANAPC13;UBE2E1;UBE2L6;DDB1;RNF7;RBX1;UBA2;UBE2L3;UBE2J1;UBE2R2;UBE2U;MDM2;NEDD4;UBE2Q2;CUL2;ERCC8;UBE2F;UBE2E2;PML;UBA3;UBE2D4;PRPF19;UBE2W;TCEB2;CBL;UBE2H;KLHL9;PIAS1;SOCS3;SKP1;SIAH1;CUL4A;ANAPC11;WWP2;UBE4A;DET1;BTRC;PARK2;XIAP;FBXW8;CUL1;UBE2Q1;UBE2D2;KEAP1;KLHL13;FBXW11;CUL3;VHL;TCEB1;BIRC7;UBE3A;HUWE1;UBE3C;UBE2QL1;TRIP12;UBE2D1;WWP1;CDC26;UBE2B;CUL4B;STUB1;TRAF6;UBE2I;CDC27;CDC16;RHOBTB2;UBE2K;FBXW7;UBE2A;UBA7;HERC1;BIRC8;CDC23;UBE2N;HERC3;RFWD2;MAP3K1;UBE2D3;CBLC;FBXO2;NEDD4L;CBLB;UBE2M;UBE2G1;DDB2;PIAS2;MID1;NHLRC1;UBE4B;UBE2Z;SAE1;UBE2O;SMURF2;AIRE;UBR5;ANAPC10;TRIM37;PPIL2;CUL5;UBE2NL;SYVN1;UBE2J2;RCHY1;ANAPC1;CDC34;RHOBTB1;UBE2E3;HERC2;TRIM32;UBOX5;UBE2S;BRCA1;MGRN1;UBA1;ANAPC7;BIRC2;ITCH;ANAPC5;BIRC3;UBE2C;SMURF1;BIRC6;SOCS1;CUL7;UBE2G2;PIAS4;FZR1;PIAS3;HERC4;ANAPC2;ANAPC4;CDC20;UBA6;FBXO4;SKP2;FANCL;UBE3B,RHOBTB1;UBE2E3;HERC2;TRIM32;UBOX5;UBE2S;BRCA1;MGRN1;UBA1;ANAPC7;BIRC2;ITCH;ANAPC5;BIRC3;UBE2C;SMURF1;BIRC6;SOCS1;CUL7;UBE2G2;PIAS4;FZR1;PIAS3;HERC4;ANAPC2;ANAPC4;CDC20;UBA6;FBXO4;SKP2;FANCL;UBE3B
Starch and sucrose metabolism Homo sapiens hsa00500,0.273258670591255,0.8915816101312571,0.6143790849673203,1.0,56,50,PYGB;UGT2B7;GBE1;MGAM;UGT2A1;UGT2B28;G6PC2;UGT2B10;UGT1A6;HK2;G6PC;UGT2A3;UGT1A1;UGT1A4;UGT1A10;UGT2B11;PYGL;UXS1;UGT2B15;KL;UGT2B17;AMY1B;UGDH;PGM2;HK3;GYS2;HK1;PGM2L1;G6PC3;SI;PGM1;GPI;GAA;GYS1;ENPP1;AMY1A;UGT1A9;HKDC1;GUSB;UGP2;UGT2B4;AGL;TREH;PYGM;AMY2A;GCK;ENPP3;GBA3;GANC;AMY2B,PYGB;UGT2B7;GBE1;MGAM;UGT2A1;UGT2B28;G6PC2;UGT2B10;UGT1A6;HK2;G6PC;UGT2A3
Protein digestion and absorption Homo sapiens hsa04974,-0.2533098319669355,-0.874797750961314,0.6194029850746269,1.0,90,90,ATP1B3;CPB1;SLC1A1;COL2A1;SLC16A10;COL14A1;PGA5;PGA3;KCNE3;COL4A4;SLC7A7;SLC38A2;PGA4;ACE2;CTRB1;SLC36A1;SLC7A8;PRCP;COL6A5;SLC15A1;MME;KCNQ1;COL10A1;SLC1A5;COL9A1;ATP1A3;SLC6A19;COL4A6;SLC8A3;SLC8A1;COL17A1;COL13A1;SLC8A2;SLC9A3;COL5A2;ELN;PRSS3;COL4A2;SLC3A2;SLC3A1;COL4A1;COL22A1;COL18A1;SLC7A9;ATP1A1;COL15A1;DPP4;COL6A2;COL5A1;MEP1A;COL6A1;COL4A3;COL24A1;COL1A2;XPNPEP2;ATP1A2;CELA3B;FXYD2;COL9A3;COL3A1;CPA3;PRSS1;PRSS2;COL6A3;ATP1B1;COL9A2;COL11A1;COL1A1;CELA3A;CTRL;ATP1B2;COL6A6;COL12A1;ATP1A4;COL27A1;KCNJ13;KCNN4;CPB2;COL21A1;KCNK5;ATP1B4;CELA2A;COL11A2;COL5A3;COL7A1;CPA2;CPA1;MEP1B;CELA2B;COL4A5,COL6A1;COL4A3;COL24A1;COL1A2;XPNPEP2;ATP1A2;CELA3B;FXYD2;COL9A3;COL3A1;CPA3;PRSS1;PRSS2;COL6A3;ATP1B1;COL9A2;COL11A1;COL1A1;CELA3A;CTRL;ATP1B2;COL6A6;COL12A1;ATP1A4;COL27A1;KCNJ13;KCNN4;CPB2;COL21A1;KCNK5;ATP1B4;CELA2A;COL11A2;COL5A3;COL7A1;CPA2;CPA1;MEP1B;CELA2B;COL4A5
MAPK signaling pathway Homo sapiens hsa04010,-0.19835200956680293,-0.8611867284519077,0.6222222222222222,1.0,255,254,CACNG1;MAP2K5;DDIT3;IL1R1;PLA2G4A;CRKL;NTF3;FGF3;DUSP4;TGFBR2;MAPKAPK3;FGFR1;RAP1B;FGF18;MOS;PLA2G4E;MAPKAPK2;FGF11;FGF14;FGF12;FGF21;PPP3CC;KRAS;TGFBR1;DUSP9;IL1R2;MAPK3;RPS6KA1;MYC;RAC3;PLA2G4F;CHUK;RASGRP4;FGF20;MAPK1;FAS;MECOM;PAK2;CACNA2D4;CD14;HSPA1A;RRAS2;PPP3R2;FGF19;NGF;DUSP6;TAB2;CACNA1H;TNFRSF1A;HSPA8;GNA12;RAC1;HSPA1B;FASLG;NTRK1;GRB2;PDGFRA;MAPT;CACNG4;FGF13;MAP3K8;TGFB1;TAOK1;ATF4;NF1;FLNA;CACNA1D;RAF1;RELA;NFATC1;DUSP2;RPS6KA2;CACNG2;PRKCB;SOS2;MAP3K5;CDC42;EGFR;RELB;MAP3K4;CACNA2D2;DUSP7;MAP2K3;MAPK14;ECSIT;MAP2K1;ARRB2;SRF;DUSP5;NRAS;PLA2G4D;NFKB2;RRAS;AKT3;AKT1;FGF23;CACNG3;RAC2;PTPN5;PRKCG;CRK;RPS6KA4;CACNA2D1;PTPN7;PPP3R1;PTPRR;CACNB3;NR4A1;TRAF6;PPP3CB;MAPK8IP2;MRAS;CACNB2;CACNA1G;HSPA6;FGF8;MAPK9;EGF;HSPA1L;STK4;DUSP8;FLNC;CACNA1E;ATF2;RAP1A;DUSP3;CACNA2D3;ELK1;PPP3CA;HRAS;PDGFB;MAP2K2;RASGRP1;STK3;RPS6KA3;FGF9;PRKACG;MAP2K4;MAP3K1;PAK1;SOS1;PPM1B;PRKCA;MAP3K13;HSPB1;TAB1;FGF22;CACNA1B;MAP4K1;GNG12;LAMTOR3;PRKACB;MAPK8;NTF4;CACNB1;FGF6;MAP3K7;DAXX;MEF2C;MAX;RASGRF1;CACNA1C;NTRK2;ARRB1;CACNA1I;FGF16;MAPK13;MAP3K6;MAPK10;CASP3;MKNK1;PRKACA;PDGFRB;IL1A;FGF17;MAPK8IP1;TGFB2;CACNG8;CACNA1F;FGF5;CACNB4;FGF4;FLNB;MAP3K2;PLA2G4C;GADD45A;GADD45B;MAPK7;CACNA1A;MAP4K4;PPP5D1;FGF2;ELK4;DUSP16;FGF10;NFKB1;STMN1;BRAF;NLK;RASGRF2;MAPK11;CACNG7;NFATC3;PPM1A;CACNA1S;TP53;RAPGEF2;JUND;MAP2K6;FGFR3;FGF7;MAP3K11;MAP3K14;FGF1;FGFR2;RPS6KA5;PDGFA;TNF;MKNK2;MAP3K3;IKBKG;MAPK8IP3;RASGRP3;TGFB3;CDC25B;JUN;PPP5C;BDNF;RPS6KA6;RASGRP2;GADD45G;DUSP1;MAP4K3;PLA2G4B;AKT2;HSPA2;MAPK12;TAOK2;IL1B;FOS;MAP4K2;TAOK3;DUSP10;TRAF2;FGFR4;IKBKB;RASA1;MAP2K7;MAP3K12;RASA2;MAPKAPK5;CACNG5;CACNG6;JMJD7-PLA2G4B,MAP3K13;HSPB1;TAB1;FGF22;CACNA1B;MAP4K1;GNG12;LAMTOR3;PRKACB;MAPK8;NTF4;CACNB1;FGF6;MAP3K7;DAXX;MEF2C;MAX;RASGRF1;CACNA1C;NTRK2;ARRB1;CACNA1I;FGF16;MAPK13;MAP3K6;MAPK10;CASP3;MKNK1;PRKACA;PDGFRB;IL1A;FGF17;MAPK8IP1;TGFB2;CACNG8;CACNA1F;FGF5;CACNB4;FGF4;FLNB;MAP3K2;PLA2G4C;GADD45A;GADD45B;MAPK7;CACNA1A;MAP4K4;PPP5D1;FGF2;ELK4;DUSP16;FGF10;NFKB1;STMN1;BRAF;NLK;RASGRF2;MAPK11;CACNG7;NFATC3;PPM1A;CACNA1S;TP53;RAPGEF2;JUND;MAP2K6;FGFR3;FGF7;MAP3K11;MAP3K14;FGF1;FGFR2;RPS6KA5;PDGFA;TNF;MKNK2;MAP3K3;IKBKG;MAPK8IP3;RASGRP3;TGFB3;CDC25B;JUN;PPP5C;BDNF;RPS6KA6;RASGRP2;GADD45G;DUSP1;MAP4K3;PLA2G4B;AKT2;HSPA2;MAPK12;TAOK2;IL1B;FOS;MAP4K2;TAOK3;DUSP10;TRAF2;FGFR4;IKBKB;RASA1;MAP2K7;MAP3K12;RASA2;MAPKAPK5;CACNG5;CACNG6;JMJD7-PLA2G4B
Autoimmune thyroid disease Homo sapiens hsa05320,0.31560429385821065,0.7468951650024808,0.625,1.0,53,46,HLA-E;HLA-DRB5;HLA-DMB;HLA-B;HLA-C;HLA-DQB1;HLA-DPA1;CD86;HLA-DMA;TSHB;HLA-G;HLA-DOB;TSHR;HLA-DOA;HLA-DRA;HLA-DQA2;HLA-A;HLA-F;FAS;IL10;HLA-DRB1;HLA-DPB1;FASLG;CD80;CD28;TG;HLA-DQA1;IFNA8;IFNA17;IFNA1;PRF1;GZMB;IFNA6;CGA;CD40;IFNA14;IFNA21;TPO;CTLA4;IFNA13;IFNA5;IL4;CD40LG;IL2;IL5;IFNA2,HLA-E;HLA-DRB5;HLA-DMB;HLA-B;HLA-C;HLA-DQB1;HLA-DPA1;CD86;HLA-DMA;TSHB;HLA-G;HLA-DOB;TSHR;HLA-DOA;HLA-DRA;HLA-DQA2;HLA-A;HLA-F;FAS;IL10;HLA-DRB1
RNA degradation Homo sapiens hsa03018,-0.2524809999443738,-0.8358108832514113,0.6258992805755396,1.0,77,77,LSM3;PABPC1;BTG1;EXOSC4;EXOSC7;ZCCHC7;DDX6;EXOSC5;EXOSC1;ENO1;CNOT10;LSM2;PFKM;HSPD1;DIS3L;LSM5;PABPC5;PATL1;PABPC4;LSM1;EDC3;CNOT7;CNOT8;SKIV2L2;HSPA9;ENO2;TOB2;CNOT2;DCP1A;CNOT6L;DIS3;PFKP;DCP2;DCP1B;DHX36;BTG3;C1D;XRN2;EXOSC6;CNOT6;PARN;MPHOSPH6;LSM6;PABPC1L2A;PABPC1L2B;CNOT4;LSM7;LSM8;RQCD1;PABPC3;PAPD5;DCPS;LSM4;CNOT1;BTG2;PABPC4L;NUDT16;XRN1;WDR61;PFKL;TTC37;EXOSC2;PABPC1L;EXOSC8;ENO3;EXOSC10;EXOSC3;SKIV2L;EXOSC9;TOB1;PNPT1;EDC4;PAPD7;BTG4;PAN3;CNOT3;PAN2,PABPC4L;NUDT16;XRN1;WDR61;PFKL;TTC37;EXOSC2;PABPC1L;EXOSC8;ENO3;EXOSC10;EXOSC3;SKIV2L;EXOSC9;TOB1;PNPT1;EDC4;PAPD7;BTG4;PAN3;CNOT3;PAN2
Fc gamma R-mediated phagocytosis Homo sapiens hsa04666,0.21382127837625142,0.7926295865558458,0.631578947368421,1.0,93,92,ARPC2;SPHK1;FCGR3A;PLA2G4A;LYN;FCGR1A;CRKL;ARPC4;ARPC3;PLCG2;PLA2G4E;PIK3R1;ARPC5;PPAP2A;HCK;MAPK3;SCIN;MARCKS;CFL1;PRKCD;PLA2G4F;PIK3CA;MAPK1;NCF1;WAS;GAB2;ARPC1B;VAV1;RAC1;SYK;LIMK2;PIK3R5;FCGR2A;VASP;ASAP1;MARCKSL1;DOCK2;RAF1;GSN;MYO10;PTPRC;PRKCB;CDC42;MAP2K1;PIK3CD;WASF1;WASL;PIK3R2;PLA2G4D;PRKCE;INPP5D;AKT3;AKT1;RAC2;PRKCG;CRK;PIK3CG;AMPH;PIK3R3;CFL2;ASAP3;BIN1;ARF6;PPAP2B;ARPC1A;WASF3;WASF2;INPPL1;PAK1;PRKCA;PIK3CB;PLD1;RPS6KB1;PIP5K1C;PIP5K1B;ARPC5L;PLD2;FCGR2B;LIMK1;RPS6KB2;PLA2G6;PPAP2C;DNM2;VAV3;PIP5K1A;ASAP2;VAV2;PLA2G4B;AKT2;SPHK2;PLCG1;LAT,ARPC2;SPHK1;FCGR3A;PLA2G4A;LYN;FCGR1A;CRKL;ARPC4;ARPC3;PLCG2;PLA2G4E;PIK3R1;ARPC5;PPAP2A;HCK;MAPK3;SCIN;MARCKS;CFL1;PRKCD;PLA2G4F;PIK3CA;MAPK1;NCF1;WAS
mTOR signaling pathway Homo sapiens hsa04150,-0.22711093521368253,-0.8609119363385654,0.6357142857142857,1.0,60,60,RPS6;RRAGD;EIF4B;RRAGC;EIF4EBP1;PIK3R1;IGF1;RRAGB;PTEN;CAB39;MAPK3;RPS6KA1;PIK3CA;HIF1A;MAPK1;IRS1;EIF4E2;PIK3R5;MLST8;RPS6KA2;PRKCB;DDIT4;RHEB;PIK3CD;PIK3R2;RRAGA;AKT3;AKT1;PRKCG;RICTOR;PIK3CG;VEGFA;PIK3R3;INS;RPS6KA3;EIF4E1B;PRKCA;PIK3CB;PDPK1;RPS6KB1;PRKAA2;STK11;CAB39L;AKT1S1;BRAF;EIF4E;TSC2;RPS6KB2;TNF;MTOR;RPS6KA6;ULK1;TSC1;RPTOR;AKT2;PRKAA1;ULK3;IKBKB;ULK2;STRADA,RPS6KA6;ULK1;TSC1;RPTOR;AKT2;PRKAA1;ULK3;IKBKB;ULK2;STRADA
Circadian rhythm Homo sapiens hsa04710,-0.27154331180724184,-0.8430160907503382,0.6357615894039735,1.0,30,30,RBX1;PRKAB2;PRKAG1;SKP1;CSNK1E;PRKAG2;BTRC;CUL1;FBXW11;CRY2;CREB1;CRY1;FBXL3;RORC;BHLHE41;RORA;BHLHE40;PRKAB1;CLOCK;PRKAA2;PER2;PRKAG3;NPAS2;NR1D1;PER1;RORB;PER3;ARNTL;CSNK1D;PRKAA1,BHLHE40;PRKAB1;CLOCK;PRKAA2;PER2;PRKAG3;NPAS2;NR1D1;PER1;RORB;PER3;ARNTL;CSNK1D;PRKAA1
Toll-like receptor signaling pathway Homo sapiens hsa04620,-0.23863778909132952,-0.8079832472272451,0.6363636363636364,1.0,106,100,LY96;STAT1;IFNAR1;IFNAR2;CD86;PIK3R1;MAPK3;TLR2;PIK3CA;TLR3;CHUK;MAPK1;IKBKE;CD14;TLR8;SPP1;TLR4;TAB2;FADD;RAC1;TLR7;IRF7;CD80;MAP3K8;TLR1;PIK3R5;RIPK1;MYD88;IL6;TLR6;RELA;CXCL9;TLR5;IRF5;MAP2K3;MAPK14;MAP2K1;PIK3CD;PIK3R2;IFNA8;AKT3;AKT1;CXCL11;TRAF3;PIK3CG;PIK3R3;TRAF6;CXCL10;MAPK9;IFNA17;CASP8;IFNA1;TOLLIP;NFKBIA;MAP2K2;IFNA6;MAP2K4;TAB1;PIK3CB;TBK1;MAPK8;MAP3K7;IRAK1;CD40;MAPK13;MAPK10;CCL5;IFNA14;IFNA21;CXCL8;TICAM1;IFNB1;NFKB1;MAPK11;IFNA13;IFNA5;IRAK4;MAP2K6;LBP;CCL4L1;IL12B;TICAM2;TNF;TLR9;CCL4;TIRAP;IKBKG;JUN;IRF3;CTSK;CCL3L3;CCL3;AKT2;MAPK12;IL1B;FOS;IL12A;IFNA2;IKBKB;MAP2K7,NFKB1;MAPK11;IFNA13;IFNA5;IRAK4;MAP2K6;LBP;CCL4L1;IL12B;TICAM2;TNF;TLR9;CCL4;TIRAP;IKBKG;JUN;IRF3;CTSK;CCL3L3;CCL3;AKT2;MAPK12;IL1B;FOS;IL12A;IFNA2;IKBKB;MAP2K7
Natural killer cell mediated cytotoxicity Homo sapiens hsa04650,0.23136019525499324,0.79816808458489,0.6388888888888888,1.0,135,124,KLRC2;TNFSF10;FCGR3A;HLA-E;KLRC3;IFNAR1;ULBP2;MICB;FYN;FCER1G;KIR2DL4;HLA-B;KIR3DL2;IFNAR2;RAET1E;TYROBP;HLA-C;PLCG2;ICAM2;PIK3R1;PTPN6;PPP3CC;KRAS;HLA-G;MAPK3;SH2D1B;RAC3;KIR2DL1;PIK3CA;HLA-A;MAPK1;FAS;ICAM1;KLRC4-KLRK1;PPP3R2;FCGR3B;IFNG;VAV1;ULBP1;IFNGR2;CD48;ITGAL;ITGB2;RAC1;FASLG;GRB2;SYK;SHC3;PTPN11;HCST;IFNGR1;PIK3R5;BID;RAF1;NCR3;NFATC1;KLRD1;PRKCB;SOS2;PTK2B;MAP2K1;PIK3CD;PIK3R2;NRAS;KLRK1;IFNA8;LCP2;CD244;RAC2;PRKCG;RAET1G;PIK3CG;PPP3R1;PIK3R3;MICA;PPP3CB;TNFRSF10D;IFNA17;SHC1;IFNA1;PPP3CA;HRAS;MAP2K2;PRF1;CD247;GZMB;IFNA6;LCK;PAK1;KIR2DS4;SH2D1A;SOS1;PRKCA;NFATC2;PIK3CB;NCR1;KIR2DL3;TNFRSF10B;CASP3;SH3BP2;SHC2;IFNA14;IFNA21;SHC4;ARAF;IFNB1;KLRC1;ZAP70;KIR3DL1;BRAF;IFNA13;IFNA5;TNFRSF10C;RAET1L;ULBP3;TNF;CSF2;VAV3;TNFRSF10A;VAV2;NCR2;IFNA2;PLCG1;LAT,KLRC2;TNFSF10;FCGR3A;HLA-E;KLRC3;IFNAR1;ULBP2;MICB;FYN;FCER1G;KIR2DL4;HLA-B;KIR3DL2;IFNAR2;RAET1E;TYROBP;HLA-C;PLCG2;ICAM2;PIK3R1;PTPN6;PPP3CC;KRAS;HLA-G;MAPK3;SH2D1B;RAC3;KIR2DL1;PIK3CA;HLA-A;MAPK1;FAS;ICAM1;KLRC4-KLRK1;PPP3R2;FCGR3B;IFNG;VAV1;ULBP1;IFNGR2;CD48;ITGAL;ITGB2;RAC1;FASLG;GRB2;SYK;SHC3
p53 signaling pathway Homo sapiens hsa04115,-0.25253123417452505,-0.8004602199148138,0.6412213740458015,1.0,69,68,SHISA5;TP53I3;CCND3;SESN2;MDM2;EI24;CD82;IGF1;PTEN;CCND1;SFN;ZMAT3;PERP;TP73;FAS;CCNB3;THBS1;BID;CDKN2A;SIAH1;CCNG1;CYCS;CCND2;SERPINB5;RRM2B;CDKN1A;CASP8;CASP9;RFWD2;PPM1D;SESN1;CDK6;SESN3;SERPINE1;BAX;TNFRSF10B;DDB2;CASP3;STEAP3;RRM2;CHEK2;BBC3;GADD45A;GADD45B;CHEK1;CDK4;GORAB;RCHY1;TP53;CCNG2;GTSE1;RPRM;TSC2;PMAIP1;CCNE1;CCNB2;CDK1;IGFBP3;ATR;ATM;CDK2;GADD45G;CCNB1;CCNE2;APAF1;TP53AIP1;MDM4;PIDD1,BAX;TNFRSF10B;DDB2;CASP3;STEAP3;RRM2;CHEK2;BBC3;GADD45A;GADD45B;CHEK1;CDK4;GORAB;RCHY1;TP53;CCNG2;GTSE1;RPRM;TSC2;PMAIP1;CCNE1;CCNB2;CDK1;IGFBP3;ATR;ATM;CDK2;GADD45G;CCNB1;CCNE2;APAF1;TP53AIP1;MDM4;PIDD1
Notch signaling pathway Homo sapiens hsa04330,-0.2598752898653872,-0.8268389269973957,0.6417910447761194,1.0,48,48,PTCRA;MFNG;DLL3;MAML2;APH1B;CTBP2;DTX3L;APH1A;HDAC2;KAT2B;MAML3;PSEN2;PSENEN;ADAM17;NOTCH3;RBPJ;DLL4;HES1;JAG2;SNW1;NCOR2;DVL1;EP300;NOTCH2;DTX4;NUMBL;JAG1;DLL1;DVL3;DTX2;NCSTN;NOTCH4;CREBBP;CIR1;PSEN1;NUMB;NOTCH1;DVL2;HES5;DTX3;HDAC1;RBPJL;LFNG;MAML1;DTX1;RFNG;CTBP1;KAT2A,NOTCH4;CREBBP;CIR1;PSEN1;NUMB;NOTCH1;DVL2;HES5;DTX3;HDAC1;RBPJL;LFNG;MAML1;DTX1;RFNG;CTBP1;KAT2A
Cytosolic DNA-sensing pathway Homo sapiens hsa04623,-0.238911538375634,-0.8377979237447887,0.6590909090909091,1.0,64,58,DDX58;IL18;TMEM173;PYCARD;POLR3H;POLR3B;POLR2K;CHUK;IKBKE;POLR3K;RIPK3;POLR3GL;IRF7;ADAR;RIPK1;IL6;RELA;TREX1;CASP1;POLR3F;POLR1C;POLR3D;POLR3A;POLR2L;IFNA8;ZBP1;POLR3C;POLR3G;CXCL10;IFNA17;IFNA1;NFKBIA;IFNA6;POLR1D;TBK1;IL33;MB21D1;AIM2;CCL5;IFNA14;IFNA21;POLR2E;MAVS;IFNB1;NFKBIB;NFKB1;IFNA13;IFNA5;POLR2H;CCL4L1;CCL4;IKBKG;IRF3;IL1B;IFNA2;POLR2F;IKBKB;POLR3E,POLR1D;TBK1;IL33;MB21D1;AIM2;CCL5;IFNA14;IFNA21;POLR2E;MAVS;IFNB1;NFKBIB;NFKB1;IFNA13;IFNA5;POLR2H;CCL4L1;CCL4;IKBKG;IRF3;IL1B;IFNA2;POLR2F;IKBKB;POLR3E
Allograft rejection Homo sapiens hsa05330,0.36344434784404933,0.7347649240719941,0.6617647058823529,1.0,38,35,HLA-E;HLA-DRB5;HLA-DMB;HLA-B;HLA-C;HLA-DQB1;HLA-DPA1;CD86;HLA-DMA;HLA-G;HLA-DOB;HLA-DOA;HLA-DRA;HLA-DQA2;HLA-A;HLA-F;FAS;IL10;HLA-DRB1;IFNG;HLA-DPB1;FASLG;CD80;CD28;HLA-DQA1;PRF1;GZMB;CD40;IL4;CD40LG;IL12B;TNF;IL2;IL5;IL12A,HLA-E;HLA-DRB5;HLA-DMB;HLA-B;HLA-C;HLA-DQB1;HLA-DPA1;CD86;HLA-DMA;HLA-G;HLA-DOB;HLA-DOA;HLA-DRA;HLA-DQA2;HLA-A;HLA-F;FAS;IL10;HLA-DRB1;IFNG
One carbon pool by folate Homo sapiens hsa00670,-0.28450699908274174,-0.831067325835569,0.6617647058823529,1.0,20,20,SHMT2;MTHFD1L;ATIC;ALDH1L2;MTHFD1;MTHFD2;MTHFD2L;GART;MTFMT;DHFRL1;MTHFS;MTHFR;ALDH1L1;AMT;ST20-MTHFS;SHMT1;TYMS;DHFR;MTR;FTCD,MTHFR;ALDH1L1;AMT;ST20-MTHFS;SHMT1;TYMS;DHFR;MTR;FTCD
Carbohydrate digestion and absorption Homo sapiens hsa04973,0.23003072019502366,0.8790350397884806,0.6666666666666666,1.0,45,44,ATP1B3;TAS1R2;MGAM;G6PC2;SLC2A5;PIK3R1;TAS1R3;SLC2A2;HK2;G6PC;PIK3CA;GNAT3;PIK3R5;ATP1A3;PLCB2;CACNA1D;AMY1B;PRKCB;HK3;PIK3CD;PIK3R2;AKT3;AKT1;HK1;PIK3CG;PIK3R3;G6PC3;SLC5A1;SI;ATP1A1;PIK3CB;AMY1A;HKDC1;ATP1A2;FXYD2;LCT;SLC37A4;AMY2A;ATP1B1;ATP1B2;ATP1A4;AKT2;ATP1B4;AMY2B,ATP1B3;TAS1R2;MGAM;G6PC2;SLC2A5;PIK3R1;TAS1R3;SLC2A2;HK2;G6PC
"Valine, leucine and isoleucine degradation Homo sapiens hsa00280",0.236219292889913,0.818272628443369,0.6666666666666666,1.0,48,48,HADHA;PCCA;ACAT1;ALDH9A1;ALDH1B1;HADHB;HIBADH;ECHS1;ALDH2;AGXT2;ACAA1;HMGCL;HSD17B10;HMGCS2;MCCC2;MUT;BCKDHA;OXCT1;HADH;AOX1;BCAT1;PCCB;ALDH3A2;ACADSB;MCCC1;DLD;DBT;ALDH6A1;AACS;ACAT2;OXCT2;IVD;IL4I1;ABAT;EHHADH;ACAD8;ACADM;HMGCS1;HMGCLL1;HIBCH;MCEE;ACAA2;ALDH7A1;BCKDHB;BCAT2;AUH;ACSF3;ACADS,HADHA;PCCA;ACAT1;ALDH9A1;ALDH1B1;HADHB;HIBADH;ECHS1;ALDH2;AGXT2
Tryptophan metabolism Homo sapiens hsa00380,0.2683267864015177,0.8761952336672871,0.6714285714285714,1.0,40,40,HADHA;ACAT1;ALDH9A1;ALDH1B1;INMT;IDO1;ECHS1;KMO;ALDH2;CYP1B1;KYNU;IDO2;DDC;AANAT;CCBL2;HADH;AOX1;MAOA;CYP1A1;ALDH3A2;OGDH;GCDH;CAT;TPH1;CCBL1;MAOB;TPH2;ACAT2;IL4I1;CYP1A2;AOC1;EHHADH;OGDHL;ASMT;AADAT;ALDH7A1;TDO2;HAAO;AFMID;ACMSD,HADHA;ACAT1;ALDH9A1;ALDH1B1;INMT;IDO1;ECHS1;KMO;ALDH2;CYP1B1
